"title","location","date"
"292. Memorandum of Conversation1","Washington",1970-05-05
"293. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1970-05-12
"293. Telegram From the Embassy in Cambodia to the Department of State 1","Phnom Penh",1970-05-15
"294. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1970-05-21
"296. Memorandum of Conversation1","Washington",1970-05-26
"297. Memorandum of Conversation1","Washington",1970-05-26
"298. Memorandum of Conversation1","Washington",1970-05-26
"295. Memorandum of Conversation1","Washington",1970-05-26
"299. Memorandum of Conversation1","Washington",1970-05-27
"300. Letter From the Assistant Secretary of State for East Asian and Pacific Affairs (Green) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-05-27
"302. Memorandum of Conversation1","Washington",1970-05-28
"303. Memorandum of Conversation1","Washington",1970-05-28
"301. Memorandum of Conversation1","Washington",1970-05-28
"313. Memorandum of Conversation1","San Clemente, California",1970-05-31
"48. Transcript of a Telephone Conversation Between the President’s Assistant for National Security Affairs (Kissinger) and the President’s Assistant for International Economic Affairs (Flanigan)1","Washington",1970-06-03
"304. Letter From the Assistant Secretary of State for East Asian and Pacific Affairs (Green) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-06-04
"83. Minutes of a Review Group Meeting1","Washington",1970-06-05
"322. Telegram From the Embassy in Cambodia to the Department of State 1","Phnom Penh",1970-06-09
"124. Memorandum for the Record1","Washington",1970-06-10
"324. Memorandum From John Holdridge of the Operations Staff of the National Security Council to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-06-11
"329. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1970-06-18
"305. Letter From the Assistant Secretary of State for East Asian and Pacific Affairs (Green) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-06-18
"306. Memorandum From John H. Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-06-20
"307. Memorandum From John H. Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-06-25
"336. Minutes of Combined Vietnam Special Studies Group and Senior Review Group Meeting1","San Clemente",1970-06-27
"67. Interview With President Nixon 1","Los Angeles, California",1970-07-01
"308. Memorandum of Conversation1","Los Angeles, California",1970-07-01
"29. Memorandum From C. Fred Bergsten of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-07-07
"309. Memorandum From the Deputy Assistant to the President for National Security Affairs (Haig) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-07-07
"310. Memorandum of Conversation1","Washington",1970-07-08
"344. Record of Meeting1","Washington",1970-07-18
"49. Memorandum From Secretary of State Rogers to President Nixon1","Washington",1970-07-20
"49. Memorandum From Secretary of State Rogers to President Nixon1","Washington",1970-07-20
"114. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1970-08-03
"7. Summary of Conclusions of a Meeting of the Washington Special Actions Group1","Washington",1970-08-04
"8. Memorandum From President Nixon to Secretary of State Rogers 1","Washington",1970-08-05
"82. Summary Paper in Response to National Security Study Memorandum 511","Washington",1970-08-05
"18. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1970-08-10
"311. Letter From the Assistant Secretary of State for East Asian and Pacific Affairs (Green) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-08-10
"24. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1970-08-17
"434. Memorandum From Secretary of State Rogers to President Nixon 1","Washington",1970-08-20
"151. Memorandum of Conversation1","Washington",1970-09-08
"36. Summary of Conclusions of a Meeting of the Washington Special Actions Group1","Washington",1970-09-10
"7. Memorandum of Conversation1","Paris",1970-09-27
"299. Memorandum of Conversation1","Madrid",1970-10-02
"137. Backchannel Message From the Ambassador to Chile (Korry) to the Under Secretary of State for Political Affairs (Johnson) and the President’s Assistant for National Security Affairs (Kissinger)1","Santiago",1970-10-06
"92. Memorandum of Conversation1","Washington",1970-10-07
"298. Telegram From the Mission to the United Nations to the Department of State 1","New York",1970-10-07
"312. Memorandum From John H. Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-10-13
"300. Telegram From the Mission to the United Nations to the Department of State 1","New York",1970-10-15
"52. Summary of Conclusions of a Meeting of the Washington Special Actions Group1","Washington",1970-10-16
"305. Memorandum of Conversation1","Washington",1970-10-28
"313. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to the Deputy Secretary of Defense (Packard)1","Washington",1970-11-02
"42. National Security Study Memorandum 1041","Washington",1970-11-09
"94. Memorandum of Conversation, Washington, November 9, 1970, 2:40–3:20 p.m.1 2","Washington",1970-11-09
"61. National Intelligence Estimate1","Washington",1970-11-14
"314. Memorandum From John H. Holdridge and Richard T. Kennedy of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-11-18
"42. Memorandum of Conversation1","Washington",1970-11-18
"62. Telegram From the Department of State to the Embassy in the Netherlands1","Washington",1970-11-19
"183. Memorandum From the Under Secretary of State for Political Affairs (Johnson) to the President’s Assistant for National Security Affairs (Kissinger)1 2","Washington",1970-11-19
"315. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1970-11-21
"313. Telegram From the Consulate General in Hong Kong to the Department of State 1","Hong Kong",1970-11-23
"316. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1970-11-24
"46. Paper Prepared by the National Security Council Staff1","Washington",1970-12-08
"101. Diplomatic Note From Secretary of State Rogers to the Ambassador of Thailand (Hongladarom)1","Washington",1970-12-10
"52. Paper Prepared by Harold Saunders and Samuel Hoskinson of the National Security Council Staff1","Washington",1970-12-17
"30. Memorandum From Secretary of State Rogers to President Nixon 1","Washington",1970-12-21
"318. Memorandum From the Executive Secretary of the Department of State (Eliot) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-12-23
"319. Memorandum From the Acting Executive Secretary of the Department of State (Brewster) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1970-12-24
"93. Airgram From the Department of State to All Posts 1","Washington",1970-12-30
"48. Action Memorandum From Richard T. Kennedy of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","San Clemente",1971-01-07
"104. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-01-11
"132. Memorandum From the Director of the Program Analysis Staff, National Security Council (Smith) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1971-01-12
"233. Memorandum of Conversation1","Washington",1971-01-15
"105. Memorandum for the President’s File1","Washington",1971-01-18
"106. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-01-25
"107. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-02-02
"120. Minutes of a Meeting of the Senior Washington Special Actions Group1","Washington",1971-02-04
"105. Draft Response to National Security Study Memorandum 1061","Washington",1971-02-16
"115. Intelligence Note RECN–3 Prepared in the Bureau of Intelligence and Research1 2","Washington",1971-02-18
"109. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-02-24
"95. Airgram From the Department of State to Certain Posts 1","Washington",1971-03-04
"110. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-03-11
"111. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok",1971-03-16
"56. Action Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1971-03-17
"114. Memorandum of Conversation1","Bangkok",1971-04-08
"115. Letter From the Ambassador to Thailand (Unger) to the Assistant Secretary of State for East Asian and Pacific Affairs (Green)1","Bangkok",1971-04-19
"390. National Security Study Memorandum 1251 2","Washington",1971-04-21
"146. Memorandum From the President’s Deputy Assistant for National Security Affairs (Haig) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1971-04-26
"213. Telegram From the Mission to the United Nations to the Department of State 1","New York",1971-05-10
"150. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) and the Director of the Office of Management and Budget (Shultz) to President Nixon 1","Washington",1971-05-25
"71. Telegram From the Embassy in Chile to the Department of State1","Santiago",1971-06-01
"151. National Security Decision Memorandum 1121","Washington",1971-06-10
"138. Conversation Among President Nixon, his Assistant for National Security Affairs (Kissinger), the Indian Foreign Minister (Singh), and the Assistant Secretary of State for Near Eastern and South Asian Affairs (Sisco), Washington, June 16, 1971, 2:58–3:41 p.m.1 2","Washington",1971-06-16
"219. Telegram From the Mission to the United Nations to the Department of State 1","New York",1971-06-18
"155. National Security Study Memorandum 1311","Washington",1971-06-23
"139. Memorandum of Conversation1","Beijing",1971-07-09
"404. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon1 2","Washington",1971-07-22
"235. Summary of Conclusions of a Meeting of the Senior Review Group1","Washington",1971-07-22
"320. Memorandum for the President’s File1","Washington",1971-07-27
"162. Memorandum From the Under Secretary of the Treasury (Walker) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1971-08-06
"87. Minutes of Senior Review Group Meeting1","Washington",1971-08-06
"242. Memorandum of Conversation1","Washington",1971-08-10
"91. Intelligence Note Prepared in the Bureau of Intelligence and Research1","Washington",1971-08-11
"321. Memorandum for the President’s File1","Washington",1971-09-14
"259. Memorandum for the Record1","Washington",1971-09-20
"58. Conversation Among President Nixon, British Foreign Secretary Douglas-Home, the President’s Assistant for National Security Affairs (Kissinger), and the White House Press Secretary (Ziegler)1","Washington",1971-09-30
"419. Telegram From Secretary of State Rogers to the Department of State1","New York",1971-10-14
"243. Memorandum for the President’s File1","Washington",1971-10-22
"430. Telegram From the Mission to the United Nations to the Department of State 1","New York",1971-10-26
"70. Memorandum From Richard T. Kennedy of the National Security Council Staff to the President’s Deputy Assistant for National Security Affairs (Haig)1","Washington",1971-10-30
"323. Telegram From the Embassy in Japan to the Department of State 1","Tokyo",1971-11-12
"149. Memorandum From the Deputy Assistant Director, Office of the Assistant Director, East Asia and Pacific, United States Information Agency (Southard) to the Director (Shakespeare)1","Washington",1971-11-23
"165. Conversation Among President Nixon, his Assistant for National Security Affairs (Kissinger), and Attorney General Mitchell, Washington, December 8, 1971, 4:20-5:01 p.m.1 2","Washington",1971-12-08
"255. Minutes of Washington Special Actions Group Meeting1","Washington",1971-12-09
"168. Conversation Between President Nixon and his Assistant for National Security Affairs (Kissinger), Washington, December 9, 1971, 12:44–1:27 p.m.1 2","Washington",1971-12-09
"324. Message From the President’s Assistant for National Security Affairs (Kissinger) to Indonesian General Sumitro 1","Washington",1971-12-11
"177. Conversation Among President Nixon, his Assistant for National Security Affairs (Kissinger), and his Deputy Assistant for National Security Affairs (Haig), Washington, December 12, 1971, 8:45–9:42 a.m.1 2","Washington",1971-12-12
"285. Memorandum of Conversation1","Washington",1971-12-12
"30. National Intelligence Estimate1","Washington",1971-12-15
"75. Telegram From the Mission to the United Nations to the Department of State 1","New York",1971-12-21
"336. Memorandum for the President’s File by the President’s Deputy Assistant for National Security Affairs (Haig)1","Key Biscayne",1971-12-29
"111. Memorandum for the President’s File1","San Clemente, California",1972-01-06
"325. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1972-01-12
"326. Message From the President’s Assistant for National Security Affairs (Kissinger) to Indonesian General Sumitro 1","Washington",1972-01-15
"76. Telegram From the Mission to the United Nations to the Department of State 1","New York",1972-01-21
"327. Telegram From the Department of State to the Embassy in Indonesia 1","Washington",1972-01-25
"328. Memorandum From the Deputy Director for Coordination, Bureau of Intelligence and Research (McAfee) to the Under Secretary of State (Irwin)1","Washington",1972-02-01
"329. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1972-02-04
"84. Memorandum From the Under Secretary of State (Irwin) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-02-10
"155. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1972-03-13
"330. Telegram From the Embassy in Indonesia to the Department of State 1","Djakarta",1972-03-13
"215. Memorandum for the President’s File by John H. Holdridge of the National Security Council Staff1","Washington",1972-03-23
"221. Airgram A-3078 From the Department of State to All Diplomatic and Consular Posts1 2","Washington",1972-03-28
"105. Memorandum Prepared in the Office of National Estimates, Central Intelligence Agency1","Washington",1972-04-04
"222. Memorandum of Conversation1","New York",1972-04-18
"186. Conversation Between President Nixon and his Deputy Assistant for National Security Affairs (Haig)1","Washington",1972-05-02
"431. Memorandum From the Executive Secretary of the Department of State (Eliot) to the President’s Assistant for National Security Affairs (Kissinger)1 2","Washington",1972-06-01
"122. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon1","Washington",1972-06-19
"232. Memorandum of Conversation1","Beijing",1972-06-21
"268. Memorandum of Conversation, Peking, June 22, 1972, 3:58-6:35 p.m.1 2","Peking",1972-06-22
"233. Memorandum of Conversation1","Beijing",1972-06-22
"124. Intelligence Note Prepared in the Bureau of Intelligence and Research1","Washington",1972-06-27
"207. Intelligence Note RECN–15 Prepared in the Bureau of Intelligence and Research1 2","Washington",1972-06-27
"331. Telegram From Secretary of State Rogers to the Department of State 1","Belgrade",1972-07-07
"292. Memorandum for the President’s File by the President’s Assistant for National Security Affairs (Kissinger), San Clemente, California, July 14, 1972, 9 a.m. 1 2","San Clemente, California",1972-07-14
"434. National Security Decision Memorandum 1771 2","Washington",1972-07-18
"95. Memorandum From Secretary of Defense Laird to President Nixon 1","Washington",1972-08-04
"245. Memorandum From the Under Secretary of State for Political Affairs (Johnson) and the Under Secretary of Treasury for Monetary Affairs (Volcker) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-08-10
"247. Memorandum of Conversation1","Key Biscayne, Florida",1972-08-24
"131. Memorandum of Conversation1","Oahu, Hawaii",1972-08-31
"19. Memorandum of Conversation1","Paris",1972-09-26
"129. Memorandum From the Executive Secretary of the Department of State (Eliot) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-09-27
"20. Memorandum of Conversation1","Paris",1972-09-27
"267. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1972-09-28
"140. Memorandum of Conversation1","Washington",1972-09-30
"182. Memorandum for the President’s File1","Washington",1972-10-06
"1. Memorandum of Conversation1","Paris",1972-10-08
"21. Memorandum of Conversation1","Paris",1972-10-08
"23. Memorandum of Conversation1","Paris",1972-10-10
"24. Memorandum of Conversation1","Paris",1972-10-11
"Draft Agreement Between the United States and the Democratic Republic of Vietnam1","Paris",1972-10-17
"25. Memorandum of Conversation1","Paris",1972-10-17
"27. Memorandum of Conversation1","Saigon",1972-10-19
"84. Memorandum From the Special Assistant for Vietnamese Affairs, Central Intelligence Agency (Carver) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-10-30
"99. Backchannel Message From the President’s Deputy Assistant for National Security Affairs (Haig) to the President’s Assistant for National Security Affairs (Kissinger)1","Saigon",1972-11-11
"99. Letter From the Under Secretary of State for Security Assistance (Tarr) to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-11-14
"332. Memorandum From John H. Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-11-21
"27. Memorandum of Conversation1","Paris",1972-11-21
"204. Telegram From the Mission to the United Nations to the Department of State 1","New York",1972-11-23
"445. Action Memorandum From Phil Odeen of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-11-27
"102. Draft Memorandum From Secretary of the Treasury Shultz to President Nixon 1","Washington",1972-12-01
"239. Intelligence Note RECN–36 Prepared in the Bureau of Intelligence and Research1 2","Washington",1972-12-06
"34. Memorandum of Conversation1","Paris",1972-12-06
"37. Memorandum of Conversation1","Paris",1972-12-09
"41. Memorandum of Conversation1","Paris",1972-12-13
"103. Memorandum From Secretary of State Rogers to President Nixon 1","Washington",1972-12-14
"270. Memorandum of Conversation1","New York",1972-12-16
"197. Memorandum of Conversation1","Saigon",1972-12-19
"202. Telephone Conversation Between President Nixon and the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1972-12-19
"433. National Intelligence Estimate 32.1–72, Washington, December 21, 1972 1 2","Washington",1972-12-21
"146. Telegram From the the Mission to the United Nations to the Department of State 1","New York",1972-12-27
"249. Memorandum of Conversation1","Washington",1973-01-05
"282. Message From the President’s Assistant for National Security Affairs (Kissinger) to the Vice Chief of Staff of the Army (Haig) in Saigon1","Washington",1973-01-16
"314. Message From the Vice Chief of Staff of the Army (Haig) to the President’s Assistant for National Security Affairs (Kissinger)1","Seoul",1973-01-21
"26. Memorandum From John Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger), Washington, February 1, 1973.1 2","Washington",1973-02-01
"8. Memorandum From Richard Kennedy and John Holdridge of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1973-02-05
"1. Memorandum of Conversation, San Clemente, February 10, 1973, 10:05–11:30 a.m. 1 2","San Clemente",1973-02-10
"6. Memorandum of Conversation1","Washington",1973-02-15
"9. Memorandum of Conversation1","Beijing",1973-02-16
"160. Memorandum of Conversation1","Washington",1973-02-16
"10. Memorandum of Conversation1","Beijing",1973-02-17
"319. Special National Intelligence Estimate 56–73, Washington, March 28, 1973.1 2","Washington",1973-03-28
"320. Memorandum From the Acting Assistant Secretary of Defense for International Security Affairs (Eagleburger) to Secretary of Defense Richardson, Washington, April 7, 1973.1 2","Washington",1973-04-07
"292. Memorandum of Conversation, Washington, April 10, 1973, 10:30–11:03 a.m. 1 2","Washington",1973-04-10
"293. Memorandum of Conversation, Washington, April 10, 1973, 11:13 a.m. –12:18 p.m. 1 2","Washington",1973-04-10
"294. Memorandum of Conversation, Washington, April 11, 1973, 9:50–10:20 a.m. 1 2","Washington",1973-04-11
"96. Memorandum of Conversation, Washington, April 24, 1973, 1405–1430.1 2","Washington",1973-04-24
"30. Memorandum of Conversation, Washington, May 2, 1973, 5:40–6:35 p.m.1 2","Washington",1973-05-02
"185. National Intelligence Analytical Memorandum1","Washington",1973-05-11
"97. Memorandum of Conversation, Washington, May 15, 1973, 4:30 p.m.1 2","Washington",1973-05-15
"432. Telegram 1757 From the Embassy in Jamaica to the Department of State1","Kingston",1973-05-29
"2. Memorandum From the Acting Chairman of the Law of the Sea Task Force (Brower) to the President’s Assistant for National Security Affairs (Kissinger)1 2","Washington",1973-06-01
"3. Telegram 106611 From the Department of State to the Embassy in Argentina1","Washington",1973-06-04
"33. Memorandum of Conversation, Washington, June 8, 1973.1 2","Washington",1973-06-08
"173. Memorandum From the President’s Deputy Assistant for National Security Affairs (Scowcroft) to Secretary of the Treasury Shultz 1","Washington",1973-06-09
"242. Memorandum From Secretary of the Treasury Shultz to President Nixon 1","Washington",1973-06-25
"98. Letter From President Nixon to Indonesian President Suharto, Washington, July 12, 1973.1 2","Washington",1973-07-12
"89. Letter From President Nixon to Brazilian President Médici 1","Washington",1973-07-14
"36. Memorandum of Conversation, Washington, July 28, 1973, 12:30 p.m.1 2","Washington",1973-07-28
"37. Memorandum of Conversation, Washington, July 30, 1973, 10–11 a.m.1 2","Washington",1973-07-30
"39. Memorandum of Conversation, Washington, July 31, 1973.1 2","Washington",1973-07-31
"180. Memorandum of Conversation, Washington, August 1, 1973, 9:30 a.m. 1 2","Washington",1973-08-01
"243. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Nixon 1","Washington",1973-08-08
"164. Memorandum From Charles A. Cooper of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1973-08-16
"6. Airgram A–7576 From the Department of State to All Diplomatic Posts1 2","Washington",1973-09-04
"99. Letter From Ambassador Galbraith to Secretary of State Designate Kissinger, Washington, September 5, 1973.1 2","Washington",1973-09-05
"247. Memorandum From Richard Kennedy and Charles Cooper of the National Security Council Staff to the President’s Assistant for National Security Affairs (Kissinger)1","Washington",1973-09-07
"35. Telegram From the Embassy in Iran to the Department of State1","Tehran",1973-09-13
"57. Bureau of Intelligence and Research Intelligence Note RSGN–17, Washington, September 17, 1973.1 2","Washington",1973-09-17
"148. Memorandum of Conversation, Washington, September 19, 1973, 10-11:05 a.m.1 2","Washington",1973-09-19
"17. Address by Secretary of State Kissinger 1","New York",1973-09-24
"41. Memorandum of Conversation, Washington, September 27, 1973.1 2","Washington",1973-09-27
"109. Minutes of Washington Special Actions Group Meeting1","Washington",1973-10-02
"100. Memorandum of Conversation, New York, October 4, 1973, 5:30–6 p.m.1 2","New York",1973-10-04
"165. Memorandum From the President’s Deputy Assistant for National Security Affairs (Scowcroft) to the White House Chief of Staff (Haig)1","Washington",1973-10-25
"336. Minutes of Washington Special Actions Group Meeting1","Washington",1973-11-09
"57. Memorandum of Conversation1","Beijing",1973-11-12
"101. Memorandum From Charles A. Cooper of the National Security Council Staff to Secretary of State Kissinger, Washington, November 24, 1973.1 2","Washington",1973-11-24
"102. Memorandum From Charles A. Cooper of the National Security Council Staff to Secretary of State Kissinger, Washington, December 4, 1973.1 2","Washington",1973-12-04
"262. National Intelligence Estimate1","Washington",1973-12-05
"58. Memorandum From the Director of the Planning and Coordination Staff (Lord) to Secretary of State Kissinger 1","Washington",1973-12-10
"267. Memorandum of Conversation1","Riyadh",1973-12-14
"253. Memorandum From Charles Cooper of the National Security Council Staff to Secretary of State Kissinger 1","Washington",1973-12-22
"49. Telegram From the Department of State to the Embassy in Iran1","Washington",1973-12-29
"44. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, January 3, 1974.1 2","Washington",1974-01-03
"45. Memorandum of Conversation, Washington, January 9, 1974, 11:30–1:15.1 2","Washington",1974-01-09
"7. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, January 15, 1974.1 2","Washington",1974-01-15
"103. Memorandum From Acting Secretary of State Rush to President Nixon, Washington, January 16, 1974.1 2","Washington",1974-01-16
"104. Memorandum of Conversation, Washington, January 22, 1974, 1100–1130.1 2","Washington",1974-01-22
"106. Letter From President Nixon to Indonesian President Suharto, Washington, February 1, 1974.1 2","Washington",1974-02-01
"333. Paper Prepared in the Office of Economic Research, Central Intelligence Agency1","Washington",1974-03-05
"347. Memorandum of Conversation1","Washington",1974-04-10
"108. Memorandum of Conversation, Washington, April 15, 1974, 12:45–1:15 p.m. 1 2","Washington",1974-04-15
"12. Memorandum NSC–U/DM–109B From the Chairman of the National Security Council Under Secretaries Committee (Rush) to President Nixon1 2","Washington",1974-05-14
"9. Minutes of the Acting Secretary of State’s Staff Meeting, Washington, June 17, 1974, 3 p.m.1 2","Washington",1974-06-17
"13. Minutes of the Acting Secretary of State’s Analytical Staff Meeting1 2","Washington",1974-06-17
"109. Backchannel Message WH 42123 From W.R. Smyser of the National Security Council Staff to the Ambassador to Indonesia (Newsom), Washington, June 22, 1974, 1500Z.1 2","Washington",1974-06-22
"357. Paper Prepared in the Office of Economic Research, Central Intelligence Agency1","Washington",1974-07-01
"10. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, July 18, 1974.1 2","Washington",1974-07-18
"111. National Security Study Memorandum 205, Washington, July 20, 1974.1 2","Washington",1974-07-20
"11. Minutes of the Acting Secretary of State’s Staff Meeting, Washington, August 1, 1974, 11:15 a.m. 1 2","Washington",1974-08-01
"262. Record of a Meeting of the Council on International Economic Policy Senior Review Group1","Washington",1974-08-23
"263. Minutes of the Secretary of State’s Meeting on the World Food Conference1","Washington",1974-08-26
"117. Memorandum From Secretary of Health, Education, and Welfare Weinberger to Secretary of State Kissinger, Washington, September 19, 1974.1 2","Washington",1974-09-19
"113. Memorandum of Conversation, Washington, September 25, 1974, 4:30 p.m.1 2","Washington",1974-09-25
"51. Memorandum of Conversation, Washington, October 8, 1974, 1:15 p.m.1 2","Washington",1974-10-08
"10. Telegram From the Embassy in France to the Department of State1","Paris",1974-10-18
"244. Minutes of the Secretary’s Staff Meeting1 2","Washington",1974-10-22
"183. Memorandum of Conversation, Islamabad, October 31, 1974, 2-3:30 p.m 1 2","Islamabad",1974-10-31
"88. Memorandum of Conversation1","Tehran",1974-11-02
"89. Message From Secretary of State Kissinger to the President’s Deputy Assistant for National Security Affairs (Scowcroft)1","Isfahan",1974-11-03
"114. Memorandum of Conversation, Washington, November 21, 1974, 1130–1155.1 2","Washington",1974-11-21
"281. Memorandum From the Assistant Secretary of State for Economic and Business Affairs (Enders) to Secretary of State Kissinger 1","Washington",1974-12-07
"118. Memorandum NSC–U/DM–130 From the Chairman of the National Security Council Under Secretaries Committee (Ingersoll) to President Ford, Washington, December 14, 1974.1 2","Washington",1974-12-14
"115. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, December 30, 1974.1 2","Washington",1974-12-30
"158. Telegram From the Embassy in Vietnam to the Department of State 1","Saigon",1975-01-08
"285. Memorandum From Robert Hormats of the National Security Council Staff to Secretary of State Kissinger 1","Washington",1975-01-29
"16. Memorandum NSC–U/DM–109D From the Chairman of the National Security Council Under Secretaries Committee (Ingersoll) to President Ford1 2","Washington",1975-02-06
"120. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, March 4, 1975.1 2","Washington",1975-03-04
"182. Memorandum of Conversation1","Washington",1975-03-05
"196. Minutes of National Security Council Meeting1","Washington",1975-03-28
"201. Minutes of the Secretary of State’s Regionals Staff Meeting1","Washington",1975-04-02
"106. Action Memorandum From the Deputy Assistant Secretary for International Organization Affairs (Buffum), the Legal Adviser (Leigh), and the Assistant Secretary of State for Oceans and International Environmental and Scientific Affairs, (Ray) to the Deputy Secretary of State (Ingersoll)1 2","Washington",1975-04-03
"54. Memorandum From the Counselor of the Department of State (Sonnenfeldt) and the Director of the Bureau of Intelligence and Research (Hyland) to Secretary of State Kissinger 1","Washington",1975-04-04
"212. Minutes of National Security Council Meeting1","Washington",1975-04-09
"55. Address by President Ford 1","Washington",1975-04-10
"52. Airgram From the Ambassador to Saudi Arabia (Akins) to the Department of State1","Jidda",1975-04-13
"230. Backchannel Message From the Ambassador to Vietnam (Martin) to the President’s Assistant for National Security Affairs (Kissinger)1","Saigon",1975-04-13
"142. Memorandum From the Counselor of the Department of State (Sonnenfeldt) and the Director of the Bureau of Intelligence and Research (Hyland) to Secretary of State Kissinger1","Washington",1975-04-16
"256. Minutes of Washington Special Actions Group Meeting1","Washington",1975-04-23
"56. Memorandum of Conversation1","Washington",1975-04-26
"14. Memorandum From W.R. Smyser of the National Security Council Staff to Secretary of State Kissinger, Washington, May 7, 1975.1 2","Washington",1975-05-07
"122. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Ford, Washington, May 7, 1975.1 2","Washington",1975-05-07
"55. Memorandum of Conversation, Washington, May 7, 1975.1 2","Washington",1975-05-07
"56. Memorandum of Conversation, Washington, May 7, 1975, 3 p.m.1 2","Washington",1975-05-07
"297. Memorandum of Conversation, Washington, May 8, 1975, noon–1 p.m. 1 2","Washington",1975-05-08
"105. Memorandum From the Assistant Director for East Asia and the Pacific, United States Information Agency (Payeff) to the Director (Keogh) and Deputy Director (Kopp)1","Washington",1975-05-09
"121. National Intelligence Estimate1","Washington",1975-05-09
"299. Memorandum of Conversation, Washington, May 9, 1975, 2:30–4 p.m. 1 2","Washington",1975-05-09
"280. Memorandum From the President’s Assistant for National Security Affairs (Kissinger) to President Ford 1","Washington",1975-05-12
"88. Memorandum of Conversation, Ankara, May 23, 1975, 9:45 a.m.-noon.1 2","Ankara",1975-05-23
"42. Memorandum From the Director of the Bureau of Intelligence and Research (Hyland) to Secretary of State Kissinger 1","Washington",1975-06-06
"269. Memorandum of Conversation, Washington, June 12, 1975, 4 p.m. 1 2","Washington",1975-06-12
"16. Memorandum From Secretary of State Kissinger to President Ford, Washington, June 13, 1975.1 2","Washington",1975-06-13
