"title","location","date"
"152. Memorandum of Telephone Conversation Between the Under Secretary
                            of State (Ball) and Secretary of
                            State Rusk
                            1
                        ","Washington","October
                                    12, 1965, 5:40 p.m."
"153. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","October
                                    13, 1965, 7:03 p.m."
"155. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October 14,
                            1965"
"154. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October
                                    14, 1965, 1020Z"
"168. Memorandum of Conversation1","Washington","October
                                    14, 1965, 8 p.m."
"156. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October
                                    17, 1965, 0030Z"
"157. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October
                                    18, 1965, 0845Z"
"201. Memorandum of Conversation1
                        ","Washington","October
                                    18, 1965, 3:40 p.m."
"158. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October
                                    20, 1965, 0330Z"
"44. Memorandum From the Administrator of the Agency for International
                            Development (Bell) to
                            President Johnson
                            1
                        ","Washington","October 21,
                            1965"
"177. Telegram From the Embassy in France to
                            the Department of State1","Paris","October
                                    21, 1965, 6 p.m."
"9. Memorandum of Conversation1
                        ","Washington","October
                                    22, 1965"
"160. Memorandum From the President’s Special Assistant for National
                            Security Affairs (Bundy) to President Johnson
                            1
                        ","Washington","October
                                    22, 1965, 11:30 a.m."
"159. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","October
                                    22, 1965, 7:14 p.m."
"182. Memorandum From the Administrator, Bureau of Security and
                            Consular Affairs (Schwartz) to Chester L. Cooper of the National Security Council
                                Staff1","Washington","October 25,
                                    1965"
"161. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October 26,
                            1965"
"163. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","October
                                    29, 1965, 3:48 p.m."
"164. Memorandum From the Assistant for Indonesia (Nuechterlein) to the Deputy
                            Assistant Secretary of Defense for International Security Affairs
                                (Friedman)1
                        ","Washington","October 30, 1965"
"165. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","November
                                    1, 1965, 1200Z"
"166. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","November
                                    1, 1965, 8:10 p.m."
"167. Memorandum From the Director of the Office of Southwest Pacific
                            Affairs (Cuthell) to
                            the Assistant Secretary of State for Far Eastern Affairs (Bundy)1
                        ","Washington","November 3,
                            1965"
"168. Memorandum From the Assistant for Indonesia (Nuechterlein) to the Deputy
                            Assistant Secretary of Defense for International Security Affairs
                                (Friedman)1
                        ","Washington","November 4, 1965"
"169. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","November
                                    4, 1965, 0845Z"
"170. Telegram From the Department of State
                            to the Embassy in Thailand
                            1
                        ","Washington","November
                                    4, 1965, 7:34 p.m."
"67. Special Memorandum Prepared in the Central Intelligence Agency
                                1
                        ","Washington","November 5, 1965"
"171. Telegram From the Embassy in Thailand
                            to the Department of State
                            1
                        ","Bangkok","November
                                    5, 1965, 1200Z"
"172. Memorandum Prepared in the Central Intelligence Agency1
                        ","Washington","November 9,
                            1965"
"173. Telegram From the Embassy in Thailand
                            to the Department of State
                            1
                        ","Bangkok","November
                                    11, 1965, 0614Z"
"246. Telegram From the Embassy in India to
                            the Department of State
                            1
                        ","New Delhi","November
                                    12, 1965, 0330Z"
"174. Telegram From the Consulate in Medan
                            to the Department of State
                            1
                        ","Medan, Indonesia","November
                                    16, 1965, 0115Z"
"175. Memorandum Prepared for the 303 Committee1
                        ","Washington","November 17,
                            1965"
"176. Intelligence Memorandum1
                        ","Washington","November 18, 1965"
"177. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","November
                                    19, 1965, 1135Z"
"178. Intelligence Memorandum1
                        ","Washington","November 22, 1965"
"82. Report From the Cabinet Committee on Balance of
                                Payments to the President
                            1
                        ","Washington","November 26,
                            1965"
"179. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","December 2,
                            1965"
"180. Memorandum From the Chief, Far East Division, Directorate of
                            Operations, Central Intelligence Agency (Colby) to the Assistant Secretary of State
                            for Far Eastern Affairs (Bundy)","Washington","December 3,
                            1965"
"181. Memorandum From the Deputy Director for Coordination, Bureau of
                            Intelligence and Research (Koren) to
                            the Director (Hughes)1
                        ","Washington","December 4,
                            1965"
"305. Memorandum From the Assistant Secretary of State for Economic
                            Affairs (Solomon) to
                            the President’s Special Assistant (Califano)1
                        ","Washington","December 6,
                            1965"
"259. Special National Intelligence Estimate1
                        ","Washington","December 7, 1965"
"374. Memorandum of Conversation1
                    ","New York","December 7,
                                1965, noon"
"182. Memorandum Prepared for the 303 Committee","Washington","December 8,
                            1965"
"308. Memorandum From the Under Secretary of State for Economic Affairs
                                (Mann) to
                            President Johnson
                            1
                        ","Washington","December 9,
                            1965"
"183. Memorandum From the Director of the Far East Region (Blouin) to the Deputy
                            Assistant Secretary of Defense for International Security Affairs
                                (Friedman)1
                        ","Washington","December 13, 1965"
"270. National Intelligence Estimate1
                        ","Washington","December 16,
                            1965"
"184. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","December
                                    16, 1965, 17:15 p.m."
"235. Notes of Meeting1","Washington","December 18, 1965, 12:35 p.m."
"186. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","December
                                    22, 1965, 1250Z"
"187. Memorandum From the Joint Chiefs of Staff to Secretary of Defense
                                McNamara
                            1
                        ","Washington","December 30, 1965"
"66. Telegram From Vice President Humphrey
                        to President Johnson
                        1
                    ",NA,"December 31,
                                1965, 1526Z"
"188. Memorandum From the Deputy Special Assistant for National
                            Security Affairs (Komer) to Chester
                                L. Cooper and James C.
                                Thomson, Jr., of the National Security Council Staff1
                        ","Washington","January 19,
                            1966"
"189. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","January
                                    20, 1966, 13:48 p.m."
"73. Memorandum From the Acting Assistant Director, Office of the
                            Assistant Director, Far East, United States Information Agency
                                (Moore) to the Director
                                (Marks)1","Washington","January 25, 1966"
"42. Memorandum From the President's Special Assistant (Valenti) to President
                                Johnson1","Washington","January 25, 1966, 1:15 p.m."
"41. Memorandum From the President’s Deputy Special Assistant for
                            National Security Affairs (Komer) to the President’s Special Assistant for National
                            Security Affairs (Bundy) and Francis Bator of the
                            National Security Council Staff1
                        ","Washington","January 26,
                            1966"
"255. Memorandum of Conversation1
                        ","Washington","January
                                    27, 1966, 10 a.m."
"190. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","February
                                    2, 1966, 1210Z"
"191. Memorandum of Conversation1
                        ","Washington","February 14, 1966"
"192. Memorandum From the President’s Deputy Special Assistant for
                            National Security Affairs (Komer) to President Johnson
                            1
                        ","Washington","February 15,
                            1966"
"193. Briefing Notes for President Johnson
                            1
                        ","Washington","February 15,
                            1966"
"194. Memorandum of Conversation1
                        ","Washington","February 15, 1966, 11:55 a.m.–12:20 p.m."
"195. Telegram From the Department of State
                            to the Embassy in Thailand
                            1
                        ","Washington","February
                                    15, 1966, 19:13 p.m."
"323. National Intelligence Estimate1
                        ","Washington","February 17, 1966"
"197. Memorandum From the President’s Special Assistant for National
                            Security Affairs (Bundy) and Chester L.
                                Cooper of the National Security Council Staff to
                            President Johnson
                            1
                        ","Washington","February
                                    21, 1966, 19:30 p.m."
"198. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","March 4,
                                    1966, 0830Z"
"199. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","March 10,
                                    1966, 0900Z"
"200. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","March 12,
                                    1966, 1000Z"
"260. Memorandum From the President’s Acting Special Assistant for
                            National Security Affairs (Komer) to President Johnson
                            1
                        ","Washington","March 12,
                                    1966, 10:30 a.m."
"201. Memorandum From the President’s Deputy Special Assistant for
                            National Security Affairs (Komer) to President Johnson
                            1
                        ","Washington","March 12,
                                    1966, 10:30 a.m."
"202. Memorandum From the Deputy Assistant Secretary of State for Far
                            Eastern Affairs (Berger) to Secretary of State Rusk
                            1
                        ","Washington","March 14, 1966"
"272. Information Memorandum From the Assistant Secretary of State for
                            Far Eastern Affairs (Bundy) to Secretary of State Dean Rusk
                            1
                        ","Washington","March 14, 1966"
"203. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","March 17,
                                    1966, 6:53 p.m."
"204. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","March 22,
                                    1966, 8:50 p.m."
"308. Memorandum of Conversation1
                        ","Washington","March
                                    29, 1966, 10 a.m."
"205. Memorandum From James C.
                                Thomson, Jr., of the National Security Council Staff to
                            the President’s Special Assistant (Moyers)1
                        ","Washington","March 31, 1966"
"71. Letter From the President's Special Adviser on Southeast Asia
                                (Black) to
                            President Johnson
                            1
                        ","Washington","April 8, 1966"
"13. Memorandum for the Record1
                        ","Washington","April 18, 1966"
"206. Memorandum From Donald W.
                                Ropa of the National Security Council Staff to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","April 18, 1966"
"122. Memorandum From the Deputy Director of the Arms Control and
                        Disarmament Agency (Fisher) to the Committee of Principals’
                            Deputies
                        1
                    ","Washington","April 19, 1966"
"230. Memorandum of Conversation1
                        ","Ankara","April
                                    22, 1966, 8:30 a.m."
"126. Memorandum From Secretary of State Rusk to President Johnson1","Washington","April 24,
                                    1966"
"124. Report by the Anti-Submarine Warfare Panel of the President’s Science
                        Advisory Committee1
                    ","Washington","April 28, 1966"
"207. Memorandum From James C.
                                Thomson, Jr., of the National Security Council Staff to
                            the President’s Special Assistant (Rostow)1
                        ","Washington","May 4, 1966"
"135. Summary Notes of the 557th Meeting of the National Security
                                Council1","Washington","May
                                    10, 1966, 5:45 p.m."
"313. Information Memorandum From the Assistant Secretary of State for
                            Far Eastern Affairs (Bundy) to Secretary of State Rusk
                            1
                        ","Washington","May 16, 1966"
"160. Memorandum of Conversation1
                        ","Washington","May 19,
                                    1966"
"209. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","May 27,
                                    1966, 0505Z"
"50. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","June 1,
                                    1966, 4:45 p.m."
"153. Telegram From the Embassy in Vietnam
                            to the Department of State1","Saigon","June 8,
                                1966"
"210. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","June 8,
                                    1966, 2:35 p.m."
"190. Memorandum From the Director of the Office of Fuels and Energy
                                (Oliver) to the
                            Assistant Secretary of State for Economic Affairs (Solomon)1
                        ","Washington","June 10, 1966"
"211. Memorandum Prepared for the 303 Committee1
                        ","Washington","June 17, 1966"
"276. Memorandum of Conversation1
                        ","Washington","June
                                    21, 1966, 6:25-7:10 p.m."
"73. Action Memorandum From the Assistant Secretary of State for Far
                            Eastern Affairs (Bundy) to Secretary of State Rusk
                            1
                        ","Washington","June 22, 1966"
"75. Memorandum of Conversation1
                        ","Canberra","June
                                    28, 1966, 9 a.m."
"161. Study Prepared by the Special State-Defense Study Group1
                    ","Washington","June 1966"
"15. Memorandum of Conversation1
                        ","Washington","June
                                    29, 1966, 4–4:45 p.m."
"160. Memorandum From the Executive Secretary of the National Security
                        Council (Smith) to
                        President Johnson
                        1
                    ","Washington","June 29, 1966,
                                7 p.m."
"17. Memorandum of Conversation1
                        ","Canberra","June
                                    30, 1966"
"186. Memorandum From Acting Secretary of State Ball to President Johnson
                            1
                        ","Washington","July 1, 1966"
"163. Telegram From the Embassy in the Republic of
                            China to the Department of State
                        1
                    ","Taipei","July 5, 1966, 0645Z"
"151. Telegram From the Embassy in Iran to the
                            Department of State
                        1
                    ","Tehran","July 7, 1966, 1350Z"
"212. Memorandum From Donald W.
                                Ropa of the National Security Council Staff to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","July 9, 1966"
"313. Final Report by the United States1
                        ",NA,"Undated"
"213. Memorandum From Donald W.
                                Ropa of the National Security Council Staff to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","July 11, 1966"
"214. Intelligence Note From the Director of the Bureau of Intelligence
                            and Research (Hughes)
                            to Secretary of State Rusk
                            1
                        ","Washington","July 25, 1966"
"215. Memorandum From Secretary of State Rusk to President Johnson
                            1
                        ","Washington","August 1, 1966"
"216. Memorandum From the Assistant Secretary of Defense for
                            International Security Affairs (McNaughton) to Secretary of Defense McNamara
                            1
                        ","Washington","August 3, 1966"
"217. Notes of the 563rd Meeting of the National Security Council1
                        ","Washington","August 4, 1966"
"218. Intelligence Note From the Director of the Bureau of Intelligence
                            and Research (Hughes)
                            to Secretary of State Rusk
                            1
                        ","Washington","August 12, 1966"
"219. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","August 13,
                                    1966, 1200Z"
"320. Report by the Chief of the Far Eastern Division, Directorate of
                            Plans of the Central Intelligence Agency (Colby)1
                        ","Washington","August 16, 1966"
"246. Report by the Chief of the Far East Division, Directorate for
                            Plans, Central Intelligence Agency (Colby) to Director of Central Intelligence
                                Helms
                            1
                        ","Washington","August 16, 1966"
"220. Memorandum From William
                                J. Jorden of the National Security Council Staff to
                            President Johnson
                            1
                        ","Washington","August 26, 1966"
"220. Memorandum From William
                                J. Jorden of the National Security Council Staff to
                            President Johnson
                            1
                        ","Washington","August 26, 1966"
"52. Memorandum From the President’s Special Assistant (Hamilton) to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","August 31, 1966"
"250. Memorandum From Secretary of Defense McNamara to President Johnson
                            1
                        ","Washington","September 15,
                            1966"
"221. Memorandum Prepared for the 303 Committee","Washington","September 20,
                            1966"
"222. Memorandum From Vice President Humphrey to President Johnson
                            1
                        ","Washington","September 25,
                            1966"
"224. Memorandum of Conversation1
                        ","Washington","September 27, 1966, 10:45–11:05 a.m."
"180. Memorandum of Conversation1
                    ","Washington","September 27, 1966, 11 a.m."
"223. Memorandum of Conversation1
                        ","Washington","September 27, 1966, 12:30–1 p.m."
"378. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","September 28,
                            1966"
"251. Memorandum From the Ambassador at Large (Harriman) to President
                                Johnson and Secretary of State
                                Rusk1","Washington","September 30,
                                    1966"
"273. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","October 4,
                                    1966, 8 p.m."
"329. Memorandum From the Under Secretary of State (Katzenbach) to the
                            President’s Special Assistant (Califano)1
                        ","Washington","October 5, 1966"
"328. Memorandum of Conversation1
                        ","Washington","October
                                    5, 1966, 12:58–1:05 p.m."
"261. Memorandum of Conversation1","New York","October
                                    5, 1966, 3 p.m."
"329. Memorandum From Secretary of State Rusk to President Johnson
                            1
                        ","Washington","October 13,
                            1966"
"274. Memorandum From Secretary of State Rusk to President Johnson
                            1
                        ","Washington","October 15,
                            1966"
"225. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","October
                                    27, 1966, 1030Z"
"197. Telegram From the Embassy in the
                                Philippines to the Department of
                                State
                            1
                        ","Manila","October 31,
                            1966"
"96. Memorandum of Conversation Between President Johnson and President
                                Pak
                            1
                        ","Seoul","November 1, 1966"
"226. Memorandum From the Chairman of the Joint Chiefs of Staff
                                (Wheeler) to
                            Secretary of Defense McNamara
                            1
                        ","Washington","November 1, 1966"
"180. Telegram From the Embassy in Iran to the
                            Department of State
                        1
                    ","Tehran","November 2, 1966,
                        1150Z"
"267. Memorandum From D.W. Ropa of the
                            National Security Council Staff to the President’s Special Assistant
                                (Rostow)1
                        ","Washington","November 3,
                            1966"
"181. Telegram From the Embassy in Italy to the
                            Department of State
                        1
                    ","Rome","November 3, 1966,
                        0941Z"
"57. Memorandum From the Administrator of the Agency for International
                            Development (Gaud) to
                            President Johnson
                            1
                        ","Washington","November 10,
                            1966"
"302. Memorandum From the President's Special Assistant (Rostow) to Secretary of
                            State Rusk1","Washington","November 11,
                                    1966"
"313. Memorandum From the President's Special Assistant (Rostow) to President
                                Johnson1","Washington","November 17, 1966, 1:30 p.m."
"213. Telegram From the Embassy in the Republic of
                            China to the Department of State
                        1
                    ","Taipei","November 23, 1966,
                        1515Z"
"186. Telegram From the Embassy in the Soviet
                                Union to the Department of State
                            1
                        ","Moscow","November
                                    25, 1966, 1230Z"
"131. Telegram From the Mission to the Organization
                                for Economic Cooperation and Development to the Department of State
                            1
                        ","Paris","November 25, 1966,
                            2130Z"
"220. Information Memorandum From the Deputy Assistant Secretary of State
                        for International Organization Affairs (Popper) to Secretary of State Rusk
                        1
                    ","Washington","November 29, 1966"
"223. National Intelligence Estimate1
                    ","Washington","December 1, 1966"
"227. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","December 7,
                            1966"
"83. Memorandum From the President's Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","December 9,
                            1966"
"23. Telephone Conversation Between President Johnson and Senator J. William Fulbright1","Washington","January 20, 1967, 5:30 p.m."
"135. Briefing Memorandum From the Assistant Secretary of State for
                            Economic Affairs (Solomon) to Secretary of State Rusk
                            1
                        ","Washington","February 3,
                            1967"
"63. Memorandum From Edward K.
                                Hamilton of the National Security Council Staff to the
                            President’s Deputy Special Assistant for National Security Affairs
                                (Bator) and the
                            President’s Special Assistant (Rostow)1
                        ","Washington","February 6,
                            1967"
"55. Telephone Conversation Between President Johnson and the President’s Special Assistant (Rostow)1","Washington","February 11, 1967, 9:15 a.m."
"390. Memorandum From the President’s Special Assistant (Rostow) to President Johnson
                        1
                    ","Washington","February 14, 1967"
"228. National Intelligence Estimate1
                        ","Washington","February 15,
                            1967"
"229. Memorandum of Conversation1
                        ","Washington","February 17, 1967, 2 p.m."
"230. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","February 20,
                            1967"
"231. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","February 21,
                            1967"
"232. Memorandum From Secretary of Defense McNamara to President Johnson
                            1
                        ","Washington","March 1, 1967"
"233. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","March 15,
                                    1967, 1105Z"
"113. Telephone Conversation Between President Johnson and Vice President Humphrey1","Washington","March 18, 1967, 5:30 p.m."
"439. Letter From the Deputy Ambassador-designate to Vietnam (Locke) to President
                                Johnson
                            1
                        ","Djakarta","April 18, 1967"
"22. Memorandum of Conversation1
                        ","Washington","April
                                    21, 1967"
"269. Memorandum From Secretary of State Rusk to Foreign Secretary Brown
                            1
                        ","Washington","April 21, 1967"
"234. Letter From the Ambassador to Indonesia (Green) to the Deputy
                            Assistant Secretary of State for East Asian and Pacific Affairs
                                (Berger)1
                        ","Djakarta","April 25, 1967"
"228. Memorandum From the Director of the Office of Fuels and Energy,
                            Bureau of Economic Affairs (Oliver) to the Deputy Assistant Secretary of State for
                            Economic Affairs (Fried)1
                        ","Washington","May 23, 1967"
"137. Memorandum From the Deputy Assistant Secretary of Defense for
                            International Security Affairs (Hoopes) to Secretary of Defense McNamara
                            1
                        ","Washington","June 2, 1967"
"144. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","June 4,
                                    1967, 11:30 a.m."
"232. Telegram From the Embassy in Iraq to
                            the Department of State
                            1
                        ","Baghdad","June 6,
                                    1967, 2140Z"
"219. Memorandum Prepared by Zbigniew Brzezinski
                            of the Policy Planning Council1
                        ","Washington","June 16, 1967"
"25. Memorandum From the President's Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","June 17, 1967"
"157. Memorandum of Conversation1
                        ","Washington","June
                                    26, 1967"
"235. Telegram From the Department of State
                            to the Embassy in Indonesia
                            1
                        ","Washington","June 27,
                                    1967, 11:27 a.m."
"227. Memorandum From the Assistant Secretary of State for East Asian
                            and Pacific Affairs (Bundy) to
                            Secretary of State Rusk1","Washington","June 30,
                                    1967"
"236. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","July 7,
                                    1967, 0930Z"
"295. Circular Airgram From the Department of
                                State to the NATO Capitals
                            1
                        ","Washington","July 12,
                                    1967, 11:35 a.m."
"237. Memorandum From Vice President Humphrey to President Johnson
                            1
                        ","Washington","July 14,
                                    1967, 5 p.m."
"238. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","July 22,
                                    1967, 1:30 p.m."
"239. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","July 22,
                                    1967, 2:30 p.m."
"240. Notes of Meeting1
                        ","Washington","July 25, 1967, 2:47–3:47 p.m."
"66. Memorandum From the Administrator of the Agency for International
                            Development (Gaud) to
                            President Johnson
                            1
                        ","Washington","July 29, 1967"
"2. Address by Richard M.
                            Nixon to the Bohemian Club
                        1
                    ","San Francisco","July 29, 1967"
"34. Editorial Note",NA,NA
"67. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","July 31,
                                    1967, 1 p.m."
"241. Paper Prepared in the Department of State for the National
                            Security Council1
                        ","Washington","August 4, 1967"
"242. Memorandum From the Administrator, Agency for International
                            Development (Gaud)
                            and Secretary of Agriculture Freeman to President Johnson
                            1
                        ","Washington","August 8, 1967"
"243. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","August 8,
                                    1967, 6:10 p.m."
"244. Memorandum for the Record1
                        ","Washington","August 9, 1967"
"188. Paper Prepared by the Joint Chiefs of Staff1
                    ","Washington","undated"
"351. Memorandum From the Deputy Director for Coordination (Trueheart) to the Director
                            of the Bureau of Intelligence and Research (Hughes)1
                        ","Washington","August 14, 1967"
"63. Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","August 24,
                                    1967, 7 p.m."
"350. Letter From Secretary of State Rusk to Secretary of Defense McNamara
                            1
                        ","Washington","September 1,
                            1967"
"245. Memorandum From Marshall
                                Wright of the National Security Council Staff to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","September 27,
                            1967"
"248. National Intelligence Estimate1
                        ","Washington","September 28, 1967"
"3. Article by Richard M. Nixon
                        1
                    ",NA,"October 1967"
"29. Memorandum of Conversation1
                        ","Washington","October
                                    9, 1967"
"30. Memorandum of Conversation1
                        ","Washington","October
                                    10, 1967, 3:45–4:45 p.m."
"32. Memorandum From the Assistant Secretary of Defense for
                            International Security Affairs (Warnke) to the Chairman of the Joint Chiefs of Staff
                                (Wheeler)1
                        ","Washington","October 13, 1967"
"284. Memorandum From Secretary of State Rusk to President Johnson
                            1
                        ","Washington","October 13,
                            1967"
"285. Memorandum of Conversation1
                        ","Washington","October
                                    17, 1967, 4:15 p.m."
"246. Record of Cabinet Meeting1
                        ","Washington","October
                                    18, 1967, 12:50 p.m."
"314. Memorandum of Conversation1
                        ","Washington","October
                                    21, 1967, 11:30 a.m.–12:15 p.m."
"377. Memorandum From the President’s Assistant (Jones) to President
                                Johnson1","Washington","November 2,
                                    1967"
"247.Telegram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","November
                                    6, 1967, 1135Z"
"390. Summary of Notes of the 578th Meeting of the National Security
                                Council1","Washington","November 8, 1967, 10:05–10:55 a.m."
"104. Memorandum of Conversation1
                    ","Washington","November
                                14, 1967, 5:05–6:15 p.m."
"105. Memorandum of Conversation1
                    ","Washington","November
                                15, 1967"
"106. Memorandum of Conversation1
                    ","Washington","November
                                15, 1967, 5:23–6:59 p.m."
"344. Memorandum of Conversation1
                        ","Washington","November 16, 1967, 4:30 p.m."
"249. Memorandum From the President’s Special Assistant (Rostow) to President
                                Johnson
                            1
                        ","Washington","November 17,
                            1967"
"70. Report of the Task Force on Foreign Aid1
                        ","Washington","undated"
"103. Draft Memorandum From the Deputy Assistant Secretary of State for
                        East Asian and Pacific Affairs (Berger) to the Assistant Secretary of State (Bundy)1
                    ","Washington","December 13, 1967"
"172. Talking Paper Prepared in the Office of Policy and Research,
                            United States Information Agency1","Washington","December 13, 1967"
"250. Memorandum of Conversation Between President Johnson and Minister of
                            Foreign Affairs Malik
                            1
                        ","Melbourne","December 22,
                            1967"
"291. Telegram From the Embassy in Singapore
                            to the Department of State
                            1
                        ","Singapore","January 3,
                                    1968, 0540Z"
"7. Memorandum From the President’s Special Assistant (Leonhart) to the President’s
                            Special Assistant (Rostow)1","Washington","January 6,
                                    1968"
"260. Paper Prepared in the Central Intelligence Agency1
                        ","Washington","January 9, 1968"
"228. Information Memorandum From the Legal Adviser (Meeker) to Secretary of
                            State Rusk
                            1
                        ","Washington","January 10,
                            1968"
"288. Memorandum of Conversation1
                        ","Washington","January
                                    11, 1968, 9:30 a.m."
"251. Airgram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","January 12, 1968"
"225. Notes of Meeting1
                        ","Washington","January 25,
                            1968"
"252. Memorandum From Marshall
                                Wright of the National Security Council Staff to the
                            President’s Special Assistant (Rostow)1
                        ","Washington","February 2,
                            1968"
"144. Memorandum of Conversation1
                        ","Washington","February 15, 1968"
"253. Airgram From the Embassy in Indonesia
                            to the Department of State
                            1
                        ","Djakarta","February 21, 1968"
"100. Action Memorandum From the President’s Special Assistant (Rostow) to President Johnson
                        1
                    ","Washington","March 4, 1968"
"254. Letter From the Deputy Under Secretary of State for Political
                            Affairs (Bohlen) to
                            the Assistant Secretary of Defense for International Security Affairs
                                (Warnke)1
                        ","Washington","March 19, 1968"
"176. Memorandum of Conversation1","Washington","April
                                    3, 1968, 10 a.m."
