"title","location","date","lat","long","region"
"106. Special Report Prepared in the Central Intelligence Agency1","Washington","1965-04-09",38.8948932,-77.0365529,"North America"
"122. Memorandum From the President’s Special Assistant for National Security Affairs (Bundy) to President Johnson 1","Washington","1965-04-26",38.8948932,-77.0365529,"North America"
"66. Circular Airgram From the Department of State to Certain Diplomatic and Other Posts 1","Washington","1965-05-19",38.8948932,-77.0365529,"North America"
"123. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-05-21",38.8948932,-77.0365529,"North America"
"115. Memorandum of Conversation1","Washington","1965-06-04",38.8948932,-77.0365529,"North America"
"124. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-06-05",-6.1753942,106.827183,"Asia and Pacific"
"5. Paper Prepared by the Bureau of East Asian Affairs1","Washington","1965-06-24",38.8948932,-77.0365529,"North America"
"7. Telegram From the Department of State to the Embassy in Australia 1","Washington","1965-06-29",38.8948932,-77.0365529,"North America"
"125. Memorandum From the President’s Special Assistant for National Security Affairs (Bundy) to President Johnson 1","Washington","1965-06-30",38.8948932,-77.0365529,"North America"
"126. National Intelligence Memorandum1","Washington","1965-07-01",38.8948932,-77.0365529,"North America"
"309. Telegram From the Embassy in the Philippines to the Department of State 1","Manila","1965-07-09",14.5906216,120.9799696,"Asia and Pacific"
"245. Memorandum From the Assistant Director of the Bureau of the Budget (Rowen) to the President’s Special Assistant for National Security Affairs (Bundy)1","Washington","1965-07-14",38.8948932,-77.0365529,"North America"
"155. Telegram From the Department of State to the Embassy in Pakistan 1","Washington","1965-07-16",38.8948932,-77.0365529,"North America"
"286. Airgram From the Mission to the European Office of the United Nations to the Department of State 1","Geneva","1965-07-18",46.2017559,6.1466014,"Europe"
"71. Notes of Meeting1","Washington","1965-07-21",38.8948932,-77.0365529,"North America"
"128. Memorandum of Conversation1","Washington","1965-07-28",38.8948932,-77.0365529,"North America"
"361. Telegram From the Department of State to the Mission to the United Nations 1","Washington","1965-07-31",38.8948932,-77.0365529,"North America"
"129. Memorandum From the Director, Far East Region (Blouin) to the Assistant Secretary of Defense for International Security Affairs (McNaughton)1","Washington","1965-08-03",38.8948932,-77.0365529,"North America"
"130. Memorandum From Chester L. Cooper and James C. Thomson, Jr., of the National Security Council Staff to the President’s Special Assistant for National Security Affairs (Bundy)1","Washington","1965-08-03",38.8948932,-77.0365529,"North America"
"109. Memorandum From Chester L. Cooper of the National Security Council Staff to the President's Special Assistant for National Security Affairs (Bundy)1","Washington","1965-08-05",38.8948932,-77.0365529,"North America"
"131. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-08-08",-6.1753942,106.827183,"Asia and Pacific"
"132. Memorandum From the Deputy Assistant Secretary of State for Far Eastern Affairs (Berger) to the Staff Assistant of the Under Secretary of State for Economic Affairs (Johnston)1","Washington","1965-08-08",38.8948932,-77.0365529,"North America"
"267. Telegram From the Embassy in Malaysia to the Department of State 1","Kuala Lumpur","1965-08-09",3.1516636,101.6943028,"Asia and Pacific"
"133. Memorandum From the Deputy Assistant Secretary of Defense for International Security Affairs (Barber) to the Assistant Secretary of Defense (McNaughton)1","Washington","1965-08-11",38.8948932,-77.0365529,"North America"
"134. Memorandum of Conversation1","Washington","1965-08-18",38.8948932,-77.0365529,"North America"
"58. Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Bundy) to the Deputy Under Secretary for Political Affairs (Thompson)1","Washington","1965-08-20",38.8948932,-77.0365529,"North America"
"135. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-08-23",-6.1753942,106.827183,"Asia and Pacific"
"93. Minutes of Meeting of the Committee of Principals1","Washington","1965-08-25",38.8948932,-77.0365529,"North America"
"99. Memorandum of Conversation1","Washington","1965-08-27",38.8948932,-77.0365529,"North America"
"96. Telegram From the Embassy in Iran to the Department of State 1","Tehran","1965-08-31",35.7006177,51.4013785,"Africa"
"138. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-09-01",-6.1753942,106.827183,"Asia and Pacific"
"101. Telegram From the Embassy in Italy to the Department of State 1","Rome","1965-09-01",41.894802,12.4853384,"Europe"
"137. Special National Intelligence Estimate1","Washington","1965-09-01",38.8948932,-77.0365529,"North America"
"196. Memorandum From Secretary of State Rusk to President Johnson 1","Washington","1965-09-09",38.8948932,-77.0365529,"North America"
"140. Memorandum of Conversation1","Washington","1965-09-10",38.8948932,-77.0365529,"North America"
"250. Memorandum From the President’s Special Assistant for National Security Affairs (Bundy) to President Johnson 1","Washington","1965-09-10",38.8948932,-77.0365529,"North America"
"139. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-09-10",38.8948932,-77.0365529,"North America"
"201. Telegram From the Embassy in India to the Department of State 1","New Delhi","1965-09-11",28.6141793,77.2022662,"Asia and Pacific"
"46. Memorandum From the Deputy Assistant Secretary of State for Politico-Military Affairs (Kitchen) to the Ambassador at Large (Thompson)1","Washington","1965-09-14",38.8948932,-77.0365529,"North America"
"141. Memorandum From James C. Thomson, Jr., of the National Security Council Staff to President Johnson 1","Washington","1965-09-14",38.8948932,-77.0365529,"North America"
"206. Letter From Prime Minister Shastri to President Johnson 1","New Delhi","1965-09-16",28.6141793,77.2022662,"Asia and Pacific"
"158. Memorandum From the President's Special Assistant for National Security Affairs (Bundy) to President Johnson 1","Washington","1965-09-23",38.8948932,-77.0365529,"North America"
"142. Memorandum for President Johnson 1","Washington","1965-10-01",38.8948932,-77.0365529,"North America"
"143. Memorandum of Telephone Conversation Between Acting Secretary of State Ball and Secretary of Defense McNamara 1","Washington","1965-10-01",38.8948932,-77.0365529,"North America"
"144. Memorandum of Telephone Conversation Between Acting Secretary of State Ball and Senator William Fulbright1","Washington","1965-10-01",38.8948932,-77.0365529,"North America"
"97. Memorandum of Conversation1","New York","1965-10-01",40.7127281,-74.0060152,"North America"
"146. Memorandum From the Director of the Far East Region (Blouin) to the Assistant Secretary of Defense for International Security Affairs (McNaughton)1.","Washington","1965-10-04",38.8948932,-77.0365529,"North America"
"147. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-05",-6.1753942,106.827183,"Asia and Pacific"
"149. Intelligence Memorandum1","Washington","1965-10-06",38.8948932,-77.0365529,"North America"
"148. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-10-06",38.8948932,-77.0365529,"North America"
"150. Memorandum of Telephone Conversation Between the Under Secretary of State (Ball) and Deputy Director of Central Intelligence (Helms)1","Washington","1965-10-07",38.8948932,-77.0365529,"North America"
"151. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-10",-6.1753942,106.827183,"Asia and Pacific"
"152. Memorandum of Telephone Conversation Between the Under Secretary of State (Ball) and Secretary of State Rusk 1","Washington","1965-10-12",38.8948932,-77.0365529,"North America"
"153. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-10-13",38.8948932,-77.0365529,"North America"
"155. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-14",-6.1753942,106.827183,"Asia and Pacific"
"154. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-14",-6.1753942,106.827183,"Asia and Pacific"
"168. Memorandum of Conversation1","Washington","1965-10-14",38.8948932,-77.0365529,"North America"
"156. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-17",-6.1753942,106.827183,"Asia and Pacific"
"157. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-18",-6.1753942,106.827183,"Asia and Pacific"
"201. Memorandum of Conversation1","Washington","1965-10-18",38.8948932,-77.0365529,"North America"
"158. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-20",-6.1753942,106.827183,"Asia and Pacific"
"44. Memorandum From the Administrator of the Agency for International Development (Bell) to President Johnson 1","Washington","1965-10-21",38.8948932,-77.0365529,"North America"
"177. Telegram From the Embassy in France to the Department of State1","Paris","1965-10-21",48.8566101,2.3514992,"Europe"
"9. Memorandum of Conversation1","Washington","1965-10-22",38.8948932,-77.0365529,"North America"
"160. Memorandum From the President’s Special Assistant for National Security Affairs (Bundy) to President Johnson 1","Washington","1965-10-22",38.8948932,-77.0365529,"North America"
"159. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-10-22",38.8948932,-77.0365529,"North America"
"182. Memorandum From the Administrator, Bureau of Security and Consular Affairs (Schwartz) to Chester L. Cooper of the National Security Council Staff1","Washington","1965-10-25",38.8948932,-77.0365529,"North America"
"161. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-10-26",-6.1753942,106.827183,"Asia and Pacific"
"163. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-10-29",38.8948932,-77.0365529,"North America"
"164. Memorandum From the Assistant for Indonesia (Nuechterlein) to the Deputy Assistant Secretary of Defense for International Security Affairs (Friedman)1","Washington","1965-10-30",38.8948932,-77.0365529,"North America"
"165. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-11-01",-6.1753942,106.827183,"Asia and Pacific"
"166. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-11-01",38.8948932,-77.0365529,"North America"
"167. Memorandum From the Director of the Office of Southwest Pacific Affairs (Cuthell) to the Assistant Secretary of State for Far Eastern Affairs (Bundy)1","Washington","1965-11-03",38.8948932,-77.0365529,"North America"
"168. Memorandum From the Assistant for Indonesia (Nuechterlein) to the Deputy Assistant Secretary of Defense for International Security Affairs (Friedman)1","Washington","1965-11-04",38.8948932,-77.0365529,"North America"
"169. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-11-04",-6.1753942,106.827183,"Asia and Pacific"
"170. Telegram From the Department of State to the Embassy in Thailand 1","Washington","1965-11-04",38.8948932,-77.0365529,"North America"
"67. Special Memorandum Prepared in the Central Intelligence Agency 1","Washington","1965-11-05",38.8948932,-77.0365529,"North America"
"171. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok","1965-11-05",13.7542529,100.493087,"Asia and Pacific"
"172. Memorandum Prepared in the Central Intelligence Agency1","Washington","1965-11-09",38.8948932,-77.0365529,"North America"
"173. Telegram From the Embassy in Thailand to the Department of State 1","Bangkok","1965-11-11",13.7542529,100.493087,"Asia and Pacific"
"246. Telegram From the Embassy in India to the Department of State 1","New Delhi","1965-11-12",28.6141793,77.2022662,"Asia and Pacific"
"174. Telegram From the Consulate in Medan to the Department of State 1","Medan, Indonesia","1965-11-16",3.5896654,98.6738261,"Asia and Pacific"
"175. Memorandum Prepared for the 303 Committee1","Washington","1965-11-17",38.8948932,-77.0365529,"North America"
"176. Intelligence Memorandum1","Washington","1965-11-18",38.8948932,-77.0365529,"North America"
"177. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-11-19",-6.1753942,106.827183,"Asia and Pacific"
"178. Intelligence Memorandum1","Washington","1965-11-22",38.8948932,-77.0365529,"North America"
"82. Report From the Cabinet Committee on Balance of Payments to the President 1","Washington","1965-11-26",38.8948932,-77.0365529,"North America"
"179. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-12-02",-6.1753942,106.827183,"Asia and Pacific"
"180. Memorandum From the Chief, Far East Division, Directorate of Operations, Central Intelligence Agency (Colby) to the Assistant Secretary of State for Far Eastern Affairs (Bundy)","Washington","1965-12-03",38.8948932,-77.0365529,"North America"
"181. Memorandum From the Deputy Director for Coordination, Bureau of Intelligence and Research (Koren) to the Director (Hughes)1","Washington","1965-12-04",38.8948932,-77.0365529,"North America"
"305. Memorandum From the Assistant Secretary of State for Economic Affairs (Solomon) to the President’s Special Assistant (Califano)1","Washington","1965-12-06",38.8948932,-77.0365529,"North America"
"259. Special National Intelligence Estimate1","Washington","1965-12-07",38.8948932,-77.0365529,"North America"
"374. Memorandum of Conversation1","New York","1965-12-07",40.7127281,-74.0060152,"North America"
"182. Memorandum Prepared for the 303 Committee","Washington","1965-12-08",38.8948932,-77.0365529,"North America"
"308. Memorandum From the Under Secretary of State for Economic Affairs (Mann) to President Johnson 1","Washington","1965-12-09",38.8948932,-77.0365529,"North America"
"183. Memorandum From the Director of the Far East Region (Blouin) to the Deputy Assistant Secretary of Defense for International Security Affairs (Friedman)1","Washington","1965-12-13",38.8948932,-77.0365529,"North America"
"270. National Intelligence Estimate1","Washington","1965-12-16",38.8948932,-77.0365529,"North America"
"184. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1965-12-16",38.8948932,-77.0365529,"North America"
"235. Notes of Meeting1","Washington","1965-12-18",38.8948932,-77.0365529,"North America"
"186. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1965-12-22",-6.1753942,106.827183,"Asia and Pacific"
"187. Memorandum From the Joint Chiefs of Staff to Secretary of Defense McNamara 1","Washington","1965-12-30",38.8948932,-77.0365529,"North America"
"188. Memorandum From the Deputy Special Assistant for National Security Affairs (Komer) to Chester L. Cooper and James C. Thomson, Jr., of the National Security Council Staff1","Washington","1966-01-19",38.8948932,-77.0365529,"North America"
"189. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1966-01-20",38.8948932,-77.0365529,"North America"
"73. Memorandum From the Acting Assistant Director, Office of the Assistant Director, Far East, United States Information Agency (Moore) to the Director (Marks)1","Washington","1966-01-25",38.8948932,-77.0365529,"North America"
"42. Memorandum From the President's Special Assistant (Valenti) to President Johnson1","Washington","1966-01-25",38.8948932,-77.0365529,"North America"
"41. Memorandum From the President’s Deputy Special Assistant for National Security Affairs (Komer) to the President’s Special Assistant for National Security Affairs (Bundy) and Francis Bator of the National Security Council Staff1","Washington","1966-01-26",38.8948932,-77.0365529,"North America"
"255. Memorandum of Conversation1","Washington","1966-01-27",38.8948932,-77.0365529,"North America"
"190. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-02-02",-6.1753942,106.827183,"Asia and Pacific"
"191. Memorandum of Conversation1","Washington","1966-02-14",38.8948932,-77.0365529,"North America"
"192. Memorandum From the President’s Deputy Special Assistant for National Security Affairs (Komer) to President Johnson 1","Washington","1966-02-15",38.8948932,-77.0365529,"North America"
"193. Briefing Notes for President Johnson 1","Washington","1966-02-15",38.8948932,-77.0365529,"North America"
"194. Memorandum of Conversation1","Washington","1966-02-15",38.8948932,-77.0365529,"North America"
"195. Telegram From the Department of State to the Embassy in Thailand 1","Washington","1966-02-15",38.8948932,-77.0365529,"North America"
"323. National Intelligence Estimate1","Washington","1966-02-17",38.8948932,-77.0365529,"North America"
"197. Memorandum From the President’s Special Assistant for National Security Affairs (Bundy) and Chester L. Cooper of the National Security Council Staff to President Johnson 1","Washington","1966-02-21",38.8948932,-77.0365529,"North America"
"198. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-03-04",-6.1753942,106.827183,"Asia and Pacific"
"199. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-03-10",-6.1753942,106.827183,"Asia and Pacific"
"200. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-03-12",-6.1753942,106.827183,"Asia and Pacific"
"260. Memorandum From the President’s Acting Special Assistant for National Security Affairs (Komer) to President Johnson 1","Washington","1966-03-12",38.8948932,-77.0365529,"North America"
"201. Memorandum From the President’s Deputy Special Assistant for National Security Affairs (Komer) to President Johnson 1","Washington","1966-03-12",38.8948932,-77.0365529,"North America"
"202. Memorandum From the Deputy Assistant Secretary of State for Far Eastern Affairs (Berger) to Secretary of State Rusk 1","Washington","1966-03-14",38.8948932,-77.0365529,"North America"
"272. Information Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Bundy) to Secretary of State Dean Rusk 1","Washington","1966-03-14",38.8948932,-77.0365529,"North America"
"203. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1966-03-17",38.8948932,-77.0365529,"North America"
"204. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1966-03-22",38.8948932,-77.0365529,"North America"
"308. Memorandum of Conversation1","Washington","1966-03-29",38.8948932,-77.0365529,"North America"
"205. Memorandum From James C. Thomson, Jr., of the National Security Council Staff to the President’s Special Assistant (Moyers)1","Washington","1966-03-31",38.8948932,-77.0365529,"North America"
"71. Letter From the President's Special Adviser on Southeast Asia (Black) to President Johnson 1","Washington","1966-04-08",38.8948932,-77.0365529,"North America"
"13. Memorandum for the Record1","Washington","1966-04-18",38.8948932,-77.0365529,"North America"
"206. Memorandum From Donald W. Ropa of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1966-04-18",38.8948932,-77.0365529,"North America"
"122. Memorandum From the Deputy Director of the Arms Control and Disarmament Agency (Fisher) to the Committee of Principals’ Deputies 1","Washington","1966-04-19",38.8948932,-77.0365529,"North America"
"230. Memorandum of Conversation1","Ankara","1966-04-22",39.9207774,32.854067,"Africa"
"126. Memorandum From Secretary of State Rusk to President Johnson1","Washington","1966-04-24",38.8948932,-77.0365529,"North America"
"124. Report by the Anti-Submarine Warfare Panel of the President’s Science Advisory Committee1","Washington","1966-04-28",38.8948932,-77.0365529,"North America"
"207. Memorandum From James C. Thomson, Jr., of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1966-05-04",38.8948932,-77.0365529,"North America"
"135. Summary Notes of the 557th Meeting of the National Security Council1","Washington","1966-05-10",38.8948932,-77.0365529,"North America"
"313. Information Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Bundy) to Secretary of State Rusk 1","Washington","1966-05-16",38.8948932,-77.0365529,"North America"
"160. Memorandum of Conversation1","Washington","1966-05-19",38.8948932,-77.0365529,"North America"
"209. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-05-27",-6.1753942,106.827183,"Asia and Pacific"
"50. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1966-06-01",38.8948932,-77.0365529,"North America"
"153. Telegram From the Embassy in Vietnam to the Department of State1","Saigon","1966-06-08",10.6497452,106.761979373444,"Asia and Pacific"
"210. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1966-06-08",38.8948932,-77.0365529,"North America"
"190. Memorandum From the Director of the Office of Fuels and Energy (Oliver) to the Assistant Secretary of State for Economic Affairs (Solomon)1","Washington","1966-06-10",38.8948932,-77.0365529,"North America"
"211. Memorandum Prepared for the 303 Committee1","Washington","1966-06-17",38.8948932,-77.0365529,"North America"
"276. Memorandum of Conversation1","Washington","1966-06-21",38.8948932,-77.0365529,"North America"
"73. Action Memorandum From the Assistant Secretary of State for Far Eastern Affairs (Bundy) to Secretary of State Rusk 1","Washington","1966-06-22",38.8948932,-77.0365529,"North America"
"75. Memorandum of Conversation1","Canberra","1966-06-28",-35.2975906,149.1012676,"Asia and Pacific"
"15. Memorandum of Conversation1","Washington","1966-06-29",38.8948932,-77.0365529,"North America"
"160. Memorandum From the Executive Secretary of the National Security Council (Smith) to President Johnson 1","Washington","1966-06-29",38.8948932,-77.0365529,"North America"
"17. Memorandum of Conversation1","Canberra","1966-06-30",-35.2975906,149.1012676,"Asia and Pacific"
"186. Memorandum From Acting Secretary of State Ball to President Johnson 1","Washington","1966-07-01",38.8948932,-77.0365529,"North America"
"163. Telegram From the Embassy in the Republic of China to the Department of State 1","Taipei","1966-07-05",25.0375198,121.5636796,"Asia and Pacific"
"151. Telegram From the Embassy in Iran to the Department of State 1","Tehran","1966-07-07",35.7006177,51.4013785,"Africa"
"212. Memorandum From Donald W. Ropa of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1966-07-09",38.8948932,-77.0365529,"North America"
"213. Memorandum From Donald W. Ropa of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1966-07-11",38.8948932,-77.0365529,"North America"
"214. Intelligence Note From the Director of the Bureau of Intelligence and Research (Hughes) to Secretary of State Rusk 1","Washington","1966-07-25",38.8948932,-77.0365529,"North America"
"215. Memorandum From Secretary of State Rusk to President Johnson 1","Washington","1966-08-01",38.8948932,-77.0365529,"North America"
"216. Memorandum From the Assistant Secretary of Defense for International Security Affairs (McNaughton) to Secretary of Defense McNamara 1","Washington","1966-08-03",38.8948932,-77.0365529,"North America"
"217. Notes of the 563rd Meeting of the National Security Council1","Washington","1966-08-04",38.8948932,-77.0365529,"North America"
"218. Intelligence Note From the Director of the Bureau of Intelligence and Research (Hughes) to Secretary of State Rusk 1","Washington","1966-08-12",38.8948932,-77.0365529,"North America"
"219. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-08-13",-6.1753942,106.827183,"Asia and Pacific"
"320. Report by the Chief of the Far Eastern Division, Directorate of Plans of the Central Intelligence Agency (Colby)1","Washington","1966-08-16",38.8948932,-77.0365529,"North America"
"246. Report by the Chief of the Far East Division, Directorate for Plans, Central Intelligence Agency (Colby) to Director of Central Intelligence Helms 1","Washington","1966-08-16",38.8948932,-77.0365529,"North America"
"220. Memorandum From William J. Jorden of the National Security Council Staff to President Johnson 1","Washington","1966-08-26",38.8948932,-77.0365529,"North America"
"220. Memorandum From William J. Jorden of the National Security Council Staff to President Johnson 1","Washington","1966-08-26",38.8948932,-77.0365529,"North America"
"52. Memorandum From the President’s Special Assistant (Hamilton) to the President’s Special Assistant (Rostow)1","Washington","1966-08-31",38.8948932,-77.0365529,"North America"
"250. Memorandum From Secretary of Defense McNamara to President Johnson 1","Washington","1966-09-15",38.8948932,-77.0365529,"North America"
"221. Memorandum Prepared for the 303 Committee","Washington","1966-09-20",38.8948932,-77.0365529,"North America"
"222. Memorandum From Vice President Humphrey to President Johnson 1","Washington","1966-09-25",38.8948932,-77.0365529,"North America"
"224. Memorandum of Conversation1","Washington","1966-09-27",38.8948932,-77.0365529,"North America"
"180. Memorandum of Conversation1","Washington","1966-09-27",38.8948932,-77.0365529,"North America"
"223. Memorandum of Conversation1","Washington","1966-09-27",38.8948932,-77.0365529,"North America"
"378. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1966-09-28",38.8948932,-77.0365529,"North America"
"251. Memorandum From the Ambassador at Large (Harriman) to President Johnson and Secretary of State Rusk1","Washington","1966-09-30",38.8948932,-77.0365529,"North America"
"273. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1966-10-04",38.8948932,-77.0365529,"North America"
"329. Memorandum From the Under Secretary of State (Katzenbach) to the President’s Special Assistant (Califano)1","Washington","1966-10-05",38.8948932,-77.0365529,"North America"
"328. Memorandum of Conversation1","Washington","1966-10-05",38.8948932,-77.0365529,"North America"
"261. Memorandum of Conversation1","New York","1966-10-05",40.7127281,-74.0060152,"North America"
"329. Memorandum From Secretary of State Rusk to President Johnson 1","Washington","1966-10-13",38.8948932,-77.0365529,"North America"
"274. Memorandum From Secretary of State Rusk to President Johnson 1","Washington","1966-10-15",38.8948932,-77.0365529,"North America"
"225. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1966-10-27",-6.1753942,106.827183,"Asia and Pacific"
"197. Telegram From the Embassy in the Philippines to the Department of State 1","Manila","1966-10-31",14.5906216,120.9799696,"Asia and Pacific"
"96. Memorandum of Conversation Between President Johnson and President Pak 1","Seoul","1966-11-01",37.5666791,126.9782914,"Asia and Pacific"
"226. Memorandum From the Chairman of the Joint Chiefs of Staff (Wheeler) to Secretary of Defense McNamara 1","Washington","1966-11-01",38.8948932,-77.0365529,"North America"
"180. Telegram From the Embassy in Iran to the Department of State 1","Tehran","1966-11-02",35.7006177,51.4013785,"Africa"
"267. Memorandum From D.W. Ropa of the National Security Council Staff to the President’s Special Assistant (Rostow)1","Washington","1966-11-03",38.8948932,-77.0365529,"North America"
"181. Telegram From the Embassy in Italy to the Department of State 1","Rome","1966-11-03",41.894802,12.4853384,"Europe"
"57. Memorandum From the Administrator of the Agency for International Development (Gaud) to President Johnson 1","Washington","1966-11-10",38.8948932,-77.0365529,"North America"
"302. Memorandum From the President's Special Assistant (Rostow) to Secretary of State Rusk1","Washington","1966-11-11",38.8948932,-77.0365529,"North America"
"313. Memorandum From the President's Special Assistant (Rostow) to President Johnson1","Washington","1966-11-17",38.8948932,-77.0365529,"North America"
"213. Telegram From the Embassy in the Republic of China to the Department of State 1","Taipei","1966-11-23",25.0375198,121.5636796,"Asia and Pacific"
"186. Telegram From the Embassy in the Soviet Union to the Department of State 1","Moscow","1966-11-25",55.7504461,37.6174943,"Asia and Pacific"
"131. Telegram From the Mission to the Organization for Economic Cooperation and Development to the Department of State 1","Paris","1966-11-25",48.8566101,2.3514992,"Europe"
"220. Information Memorandum From the Deputy Assistant Secretary of State for International Organization Affairs (Popper) to Secretary of State Rusk 1","Washington","1966-11-29",38.8948932,-77.0365529,"North America"
"223. National Intelligence Estimate1","Washington","1966-12-01",38.8948932,-77.0365529,"North America"
"227. Telegram From the Department of State to the Embassy in Indonesia 1","Washington","1966-12-07",38.8948932,-77.0365529,"North America"
"83. Memorandum From the President's Special Assistant (Rostow) to President Johnson 1","Washington","1966-12-09",38.8948932,-77.0365529,"North America"
"23. Telephone Conversation Between President Johnson and Senator J. William Fulbright1","Washington","1967-01-20",38.8948932,-77.0365529,"North America"
"135. Briefing Memorandum From the Assistant Secretary of State for Economic Affairs (Solomon) to Secretary of State Rusk 1","Washington","1967-02-03",38.8948932,-77.0365529,"North America"
"63. Memorandum From Edward K. Hamilton of the National Security Council Staff to the President’s Deputy Special Assistant for National Security Affairs (Bator) and the President’s Special Assistant (Rostow)1","Washington","1967-02-06",38.8948932,-77.0365529,"North America"
"55. Telephone Conversation Between President Johnson and the President’s Special Assistant (Rostow)1","Washington","1967-02-11",38.8948932,-77.0365529,"North America"
"390. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-02-14",38.8948932,-77.0365529,"North America"
"228. National Intelligence Estimate1","Washington","1967-02-15",38.8948932,-77.0365529,"North America"
"229. Memorandum of Conversation1","Washington","1967-02-17",38.8948932,-77.0365529,"North America"
"230. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-02-20",38.8948932,-77.0365529,"North America"
"231. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-02-21",38.8948932,-77.0365529,"North America"
"232. Memorandum From Secretary of Defense McNamara to President Johnson 1","Washington","1967-03-01",38.8948932,-77.0365529,"North America"
"233. Telegram From the Embassy in Indonesia to the Department of State 1","Jakarta","1967-03-15",-6.1753942,106.827183,"Asia and Pacific"
"113. Telephone Conversation Between President Johnson and Vice President Humphrey1","Washington","1967-03-18",38.8948932,-77.0365529,"North America"
"439. Letter From the Deputy Ambassador-designate to Vietnam (Locke) to President Johnson 1","Jakarta","1967-04-18",-6.1753942,106.827183,"Asia and Pacific"
"22. Memorandum of Conversation1","Washington","1967-04-21",38.8948932,-77.0365529,"North America"
"269. Memorandum From Secretary of State Rusk to Foreign Secretary Brown 1","Washington","1967-04-21",38.8948932,-77.0365529,"North America"
"234. Letter From the Ambassador to Indonesia (Green) to the Deputy Assistant Secretary of State for East Asian and Pacific Affairs (Berger)1","Jakarta","1967-04-25",-6.1753942,106.827183,"Asia and Pacific"
"228. Memorandum From the Director of the Office of Fuels and Energy, Bureau of Economic Affairs (Oliver) to the Deputy Assistant Secretary of State for Economic Affairs (Fried)1","Washington","1967-05-23",38.8948932,-77.0365529,"North America"
"137. Memorandum From the Deputy Assistant Secretary of Defense for International Security Affairs (Hoopes) to Secretary of Defense McNamara 1","Washington","1967-06-02",38.8948932,-77.0365529,"North America"
"144. Memorandum From the President’s Special Assistant (Rostow) to President Johnson 1","Washington","1967-06-04",38.8948932,-77.0365529,"North America"
"232. Telegram From the Embassy in Iraq to the Department of State 1","Baghdad","1967-06-06",33.3024309,44.3787992,"Africa"
"219. Memorandum Prepared by Zbigniew Brzezinski of the Policy Planning Council1","Washington","1967-06-16",38.8948932,-77.0365529,"North America"
"25. Memorandum From the President's Special Assistant (Rostow) to President Johnson 1","Washington","1967-06-17",38.8948932,-77.0365529,"North America"
